年,品目,都道府県,作付面積・収穫面積（a）,出荷量（千本、千鉢、千球）
2002,花壇用苗もの類_サルビア,神奈川県,196,578
2003,花壇用苗もの類_サルビア,神奈川県,211,588
2004,花壇用苗もの類_サルビア,神奈川県,179,508
2005,花壇用苗もの類_サルビア,神奈川県,171,412
2006,花壇用苗もの類_サルビア,神奈川県,166,399
2007,花壇用苗もの類_サルビア,神奈川県,NA,NA
2008,花壇用苗もの類_サルビア,神奈川県,NA,NA
2009,花壇用苗もの類_サルビア,神奈川県,NA,NA
2010,花壇用苗もの類_サルビア,神奈川県,NA,NA
2011,花壇用苗もの類_サルビア,神奈川県,NA,NA
2012,花壇用苗もの類_サルビア,神奈川県,NA,NA
2013,花壇用苗もの類_サルビア,神奈川県,NA,NA
2014,花壇用苗もの類_サルビア,神奈川県,NA,NA
2015,花壇用苗もの類_サルビア,神奈川県,NA,NA
2016,花壇用苗もの類_サルビア,神奈川県,NA,NA
2017,花壇用苗もの類_サルビア,神奈川県,NA,NA
2018,花壇用苗もの類_サルビア,神奈川県,NA,NA
2019,花壇用苗もの類_サルビア,神奈川県,NA,NA
2020,花壇用苗もの類_サルビア,神奈川県,NA,NA
2021,花壇用苗もの類_サルビア,神奈川県,NA,NA
1985,花壇用苗もの類_サルビア,新潟県,NA,NA
1986,花壇用苗もの類_サルビア,新潟県,NA,NA
1987,花壇用苗もの類_サルビア,新潟県,NA,NA
1988,花壇用苗もの類_サルビア,新潟県,17,142
1989,花壇用苗もの類_サルビア,新潟県,NA,NA
1990,花壇用苗もの類_サルビア,新潟県,11,96
1991,花壇用苗もの類_サルビア,新潟県,19,162
1992,花壇用苗もの類_サルビア,新潟県,21,226
1993,花壇用苗もの類_サルビア,新潟県,17,130
1994,花壇用苗もの類_サルビア,新潟県,12,123
1995,花壇用苗もの類_サルビア,新潟県,13,91
1996,花壇用苗もの類_サルビア,新潟県,16,97
1997,花壇用苗もの類_サルビア,新潟県,24,187
1998,花壇用苗もの類_サルビア,新潟県,26,186
1999,花壇用苗もの類_サルビア,新潟県,24,161
2000,花壇用苗もの類_サルビア,新潟県,29,159
2001,花壇用苗もの類_サルビア,新潟県,42,192
2002,花壇用苗もの類_サルビア,新潟県,46,188
2003,花壇用苗もの類_サルビア,新潟県,50,181
2004,花壇用苗もの類_サルビア,新潟県,48,171
2005,花壇用苗もの類_サルビア,新潟県,NA,NA
2006,花壇用苗もの類_サルビア,新潟県,NA,NA
2007,花壇用苗もの類_サルビア,新潟県,NA,NA
2008,花壇用苗もの類_サルビア,新潟県,NA,NA
2009,花壇用苗もの類_サルビア,新潟県,NA,NA
2010,花壇用苗もの類_サルビア,新潟県,NA,NA
2011,花壇用苗もの類_サルビア,新潟県,NA,NA
2012,花壇用苗もの類_サルビア,新潟県,NA,NA
2013,花壇用苗もの類_サルビア,新潟県,NA,NA
2014,花壇用苗もの類_サルビア,新潟県,NA,NA
2015,花壇用苗もの類_サルビア,新潟県,NA,NA
2016,花壇用苗もの類_サルビア,新潟県,NA,NA
2017,花壇用苗もの類_サルビア,新潟県,NA,NA
2018,花壇用苗もの類_サルビア,新潟県,NA,NA
2019,花壇用苗もの類_サルビア,新潟県,NA,NA
2020,花壇用苗もの類_サルビア,新潟県,NA,NA
2021,花壇用苗もの類_サルビア,新潟県,NA,NA
1985,花壇用苗もの類_サルビア,富山県,48,467
1986,花壇用苗もの類_サルビア,富山県,49,499
1987,花壇用苗もの類_サルビア,富山県,57,568
1988,花壇用苗もの類_サルビア,富山県,68,584
1989,花壇用苗もの類_サルビア,富山県,73,557
1990,花壇用苗もの類_サルビア,富山県,97,1000
1991,花壇用苗もの類_サルビア,富山県,75,633
1992,花壇用苗もの類_サルビア,富山県,66,499
1993,花壇用苗もの類_サルビア,富山県,58,535
1994,花壇用苗もの類_サルビア,富山県,51,492
1995,花壇用苗もの類_サルビア,富山県,65,541
1996,花壇用苗もの類_サルビア,富山県,67,548
1997,花壇用苗もの類_サルビア,富山県,60,483
1998,花壇用苗もの類_サルビア,富山県,56,472
1999,花壇用苗もの類_サルビア,富山県,62,425
2000,花壇用苗もの類_サルビア,富山県,72,478
2001,花壇用苗もの類_サルビア,富山県,74,416
2002,花壇用苗もの類_サルビア,富山県,63,317
2003,花壇用苗もの類_サルビア,富山県,72,271
2004,花壇用苗もの類_サルビア,富山県,57,329
2005,花壇用苗もの類_サルビア,富山県,NA,NA
2006,花壇用苗もの類_サルビア,富山県,NA,NA
2007,花壇用苗もの類_サルビア,富山県,NA,NA
2008,花壇用苗もの類_サルビア,富山県,NA,NA
2009,花壇用苗もの類_サルビア,富山県,NA,NA
2010,花壇用苗もの類_サルビア,富山県,NA,NA
2011,花壇用苗もの類_サルビア,富山県,NA,NA
2012,花壇用苗もの類_サルビア,富山県,NA,NA
2013,花壇用苗もの類_サルビア,富山県,NA,NA
2014,花壇用苗もの類_サルビア,富山県,NA,NA
2015,花壇用苗もの類_サルビア,富山県,NA,NA
2016,花壇用苗もの類_サルビア,富山県,NA,NA
2017,花壇用苗もの類_サルビア,富山県,NA,NA
2018,花壇用苗もの類_サルビア,富山県,NA,NA
2019,花壇用苗もの類_サルビア,富山県,NA,NA
2020,花壇用苗もの類_サルビア,富山県,NA,NA
2021,花壇用苗もの類_サルビア,富山県,NA,NA
1985,花壇用苗もの類_サルビア,石川県,13,69
1986,花壇用苗もの類_サルビア,石川県,NA,NA
1987,花壇用苗もの類_サルビア,石川県,NA,NA
1988,花壇用苗もの類_サルビア,石川県,7,38
1989,花壇用苗もの類_サルビア,石川県,NA,NA
1990,花壇用苗もの類_サルビア,石川県,21,189
1991,花壇用苗もの類_サルビア,石川県,46,306
1992,花壇用苗もの類_サルビア,石川県,43,278
1993,花壇用苗もの類_サルビア,石川県,45,284
1994,花壇用苗もの類_サルビア,石川県,45,277
1995,花壇用苗もの類_サルビア,石川県,NA,NA
1996,花壇用苗もの類_サルビア,石川県,90,454
1997,花壇用苗もの類_サルビア,石川県,58,441
1998,花壇用苗もの類_サルビア,石川県,55,412
1999,花壇用苗もの類_サルビア,石川県,61,389
2000,花壇用苗もの類_サルビア,石川県,54,356
2001,花壇用苗もの類_サルビア,石川県,52,370
2002,花壇用苗もの類_サルビア,石川県,57,386
2003,花壇用苗もの類_サルビア,石川県,70,476
2004,花壇用苗もの類_サルビア,石川県,50,263
2005,花壇用苗もの類_サルビア,石川県,50,241
2006,花壇用苗もの類_サルビア,石川県,NA,NA
2007,花壇用苗もの類_サルビア,石川県,NA,NA
2008,花壇用苗もの類_サルビア,石川県,NA,NA
2009,花壇用苗もの類_サルビア,石川県,NA,NA
2010,花壇用苗もの類_サルビア,石川県,NA,NA
2011,花壇用苗もの類_サルビア,石川県,NA,NA
2012,花壇用苗もの類_サルビア,石川県,NA,NA
2013,花壇用苗もの類_サルビア,石川県,NA,NA
2014,花壇用苗もの類_サルビア,石川県,NA,NA
2015,花壇用苗もの類_サルビア,石川県,NA,NA
2016,花壇用苗もの類_サルビア,石川県,NA,NA
2017,花壇用苗もの類_サルビア,石川県,NA,NA
2018,花壇用苗もの類_サルビア,石川県,NA,NA
2019,花壇用苗もの類_サルビア,石川県,NA,NA
2020,花壇用苗もの類_サルビア,石川県,NA,NA
2021,花壇用苗もの類_サルビア,石川県,NA,NA
1985,花壇用苗もの類_サルビア,福井県,65,166
1986,花壇用苗もの類_サルビア,福井県,NA,NA
1987,花壇用苗もの類_サルビア,福井県,NA,NA
1988,花壇用苗もの類_サルビア,福井県,44,132
1989,花壇用苗もの類_サルビア,福井県,NA,NA
1990,花壇用苗もの類_サルビア,福井県,46,86
1991,花壇用苗もの類_サルビア,福井県,57,106
1992,花壇用苗もの類_サルビア,福井県,51,155
1993,花壇用苗もの類_サルビア,福井県,40,166
1994,花壇用苗もの類_サルビア,福井県,63,282
1995,花壇用苗もの類_サルビア,福井県,NA,NA
1996,花壇用苗もの類_サルビア,福井県,60,191
1997,花壇用苗もの類_サルビア,福井県,66,202
1998,花壇用苗もの類_サルビア,福井県,67,221
1999,花壇用苗もの類_サルビア,福井県,73,289
2000,花壇用苗もの類_サルビア,福井県,117,317
2001,花壇用苗もの類_サルビア,福井県,112,271
2002,花壇用苗もの類_サルビア,福井県,104,238
2003,花壇用苗もの類_サルビア,福井県,103,219
2004,花壇用苗もの類_サルビア,福井県,105,278
2005,花壇用苗もの類_サルビア,福井県,NA,NA
2006,花壇用苗もの類_サルビア,福井県,NA,NA
2007,花壇用苗もの類_サルビア,福井県,NA,NA
2008,花壇用苗もの類_サルビア,福井県,NA,NA
2009,花壇用苗もの類_サルビア,福井県,NA,NA
2010,花壇用苗もの類_サルビア,福井県,NA,NA
2011,花壇用苗もの類_サルビア,福井県,NA,NA
2012,花壇用苗もの類_サルビア,福井県,NA,NA
2013,花壇用苗もの類_サルビア,福井県,NA,NA
2014,花壇用苗もの類_サルビア,福井県,NA,NA
2015,花壇用苗もの類_サルビア,福井県,NA,NA
2016,花壇用苗もの類_サルビア,福井県,NA,NA
2017,花壇用苗もの類_サルビア,福井県,NA,NA
2018,花壇用苗もの類_サルビア,福井県,NA,NA
2019,花壇用苗もの類_サルビア,福井県,NA,NA
2020,花壇用苗もの類_サルビア,福井県,NA,NA
2021,花壇用苗もの類_サルビア,福井県,NA,NA
1985,花壇用苗もの類_サルビア,山梨県,137,819
1986,花壇用苗もの類_サルビア,山梨県,NA,NA
1987,花壇用苗もの類_サルビア,山梨県,NA,NA
1988,花壇用苗もの類_サルビア,山梨県,16,48
1989,花壇用苗もの類_サルビア,山梨県,NA,NA
1990,花壇用苗もの類_サルビア,山梨県,20,72
1991,花壇用苗もの類_サルビア,山梨県,24,67
1992,花壇用苗もの類_サルビア,山梨県,18,55
1993,花壇用苗もの類_サルビア,山梨県,21,78
1994,花壇用苗もの類_サルビア,山梨県,30,108
1995,花壇用苗もの類_サルビア,山梨県,NA,NA
1996,花壇用苗もの類_サルビア,山梨県,NA,NA
1997,花壇用苗もの類_サルビア,山梨県,35,116
1998,花壇用苗もの類_サルビア,山梨県,NA,NA
1999,花壇用苗もの類_サルビア,山梨県,52,175
2000,花壇用苗もの類_サルビア,山梨県,53,178
2001,花壇用苗もの類_サルビア,山梨県,59,190
2002,花壇用苗もの類_サルビア,山梨県,64,199
2003,花壇用苗もの類_サルビア,山梨県,85,268
2004,花壇用苗もの類_サルビア,山梨県,60,181
2005,花壇用苗もの類_サルビア,山梨県,NA,NA
2006,花壇用苗もの類_サルビア,山梨県,NA,NA
2007,花壇用苗もの類_サルビア,山梨県,NA,NA
2008,花壇用苗もの類_サルビア,山梨県,NA,NA
2009,花壇用苗もの類_サルビア,山梨県,NA,NA
2010,花壇用苗もの類_サルビア,山梨県,NA,NA
2011,花壇用苗もの類_サルビア,山梨県,NA,NA
2012,花壇用苗もの類_サルビア,山梨県,NA,NA
2013,花壇用苗もの類_サルビア,山梨県,NA,NA
2014,花壇用苗もの類_サルビア,山梨県,NA,NA
2015,花壇用苗もの類_サルビア,山梨県,NA,NA
2016,花壇用苗もの類_サルビア,山梨県,NA,NA
2017,花壇用苗もの類_サルビア,山梨県,NA,NA
2018,花壇用苗もの類_サルビア,山梨県,NA,NA
2019,花壇用苗もの類_サルビア,山梨県,NA,NA
2020,花壇用苗もの類_サルビア,山梨県,NA,NA
2021,花壇用苗もの類_サルビア,山梨県,NA,NA
1985,花壇用苗もの類_サルビア,長野県,NA,NA
1986,花壇用苗もの類_サルビア,長野県,NA,NA
1987,花壇用苗もの類_サルビア,長野県,NA,NA
1988,花壇用苗もの類_サルビア,長野県,12,44
1989,花壇用苗もの類_サルビア,長野県,NA,NA
1990,花壇用苗もの類_サルビア,長野県,44,160
1991,花壇用苗もの類_サルビア,長野県,58,240
1992,花壇用苗もの類_サルビア,長野県,71,222
1993,花壇用苗もの類_サルビア,長野県,81,306
1994,花壇用苗もの類_サルビア,長野県,62,173
1995,花壇用苗もの類_サルビア,長野県,66,213
1996,花壇用苗もの類_サルビア,長野県,70,221
1997,花壇用苗もの類_サルビア,長野県,92,346
1998,花壇用苗もの類_サルビア,長野県,117,402
1999,花壇用苗もの類_サルビア,長野県,159,878
2000,花壇用苗もの類_サルビア,長野県,119,578
2001,花壇用苗もの類_サルビア,長野県,100,492
2002,花壇用苗もの類_サルビア,長野県,100,466
2003,花壇用苗もの類_サルビア,長野県,100,393
2004,花壇用苗もの類_サルビア,長野県,112,466
2005,花壇用苗もの類_サルビア,長野県,NA,NA
2006,花壇用苗もの類_サルビア,長野県,28,89
2007,花壇用苗もの類_サルビア,長野県,NA,NA
2008,花壇用苗もの類_サルビア,長野県,NA,NA
2009,花壇用苗もの類_サルビア,長野県,NA,NA
2010,花壇用苗もの類_サルビア,長野県,NA,NA
2011,花壇用苗もの類_サルビア,長野県,NA,NA
2012,花壇用苗もの類_サルビア,長野県,NA,NA
2013,花壇用苗もの類_サルビア,長野県,NA,NA
2014,花壇用苗もの類_サルビア,長野県,NA,NA
2015,花壇用苗もの類_サルビア,長野県,NA,NA
2016,花壇用苗もの類_サルビア,長野県,NA,NA
2017,花壇用苗もの類_サルビア,長野県,NA,NA
2018,花壇用苗もの類_サルビア,長野県,NA,NA
2019,花壇用苗もの類_サルビア,長野県,NA,NA
2020,花壇用苗もの類_サルビア,長野県,NA,NA
2021,花壇用苗もの類_サルビア,長野県,NA,NA
1985,花壇用苗もの類_サルビア,岐阜県,30,77
1986,花壇用苗もの類_サルビア,岐阜県,NA,NA
1987,花壇用苗もの類_サルビア,岐阜県,NA,NA
1988,花壇用苗もの類_サルビア,岐阜県,34,138
1989,花壇用苗もの類_サルビア,岐阜県,NA,NA
1990,花壇用苗もの類_サルビア,岐阜県,6,35
1991,花壇用苗もの類_サルビア,岐阜県,13,48
1992,花壇用苗もの類_サルビア,岐阜県,18,32
1993,花壇用苗もの類_サルビア,岐阜県,20,51
1994,花壇用苗もの類_サルビア,岐阜県,20,130
1995,花壇用苗もの類_サルビア,岐阜県,NA,NA
1996,花壇用苗もの類_サルビア,岐阜県,NA,NA
1997,花壇用苗もの類_サルビア,岐阜県,44,361
1998,花壇用苗もの類_サルビア,岐阜県,NA,NA
1999,花壇用苗もの類_サルビア,岐阜県,65,503
2000,花壇用苗もの類_サルビア,岐阜県,62,452
2001,花壇用苗もの類_サルビア,岐阜県,110,740
2002,花壇用苗もの類_サルビア,岐阜県,107,598
2003,花壇用苗もの類_サルビア,岐阜県,120,671
2004,花壇用苗もの類_サルビア,岐阜県,104,547
2005,花壇用苗もの類_サルビア,岐阜県,86,668
2006,花壇用苗もの類_サルビア,岐阜県,83,617
2007,花壇用苗もの類_サルビア,岐阜県,NA,NA
2008,花壇用苗もの類_サルビア,岐阜県,NA,NA
2009,花壇用苗もの類_サルビア,岐阜県,NA,NA
2010,花壇用苗もの類_サルビア,岐阜県,NA,NA
2011,花壇用苗もの類_サルビア,岐阜県,NA,NA
2012,花壇用苗もの類_サルビア,岐阜県,NA,NA
2013,花壇用苗もの類_サルビア,岐阜県,NA,NA
2014,花壇用苗もの類_サルビア,岐阜県,NA,NA
2015,花壇用苗もの類_サルビア,岐阜県,NA,NA
2016,花壇用苗もの類_サルビア,岐阜県,NA,NA
2017,花壇用苗もの類_サルビア,岐阜県,NA,NA
2018,花壇用苗もの類_サルビア,岐阜県,NA,NA
2019,花壇用苗もの類_サルビア,岐阜県,NA,NA
2020,花壇用苗もの類_サルビア,岐阜県,NA,NA
