年,品目,都道府県,作付面積（ha）,収穫量（t）,出荷量（t）
2020,陸稲,岡山県,NA,NA,NA
2021,陸稲,岡山県,NA,NA,NA
1985,陸稲,広島県,5,3,NA
1986,陸稲,広島県,5,6,5.4
1987,陸稲,広島県,5,7,6.3
1988,陸稲,広島県,5,8,7.2
1989,陸稲,広島県,5,8,7.2
1990,陸稲,広島県,5,7,6.3
1991,陸稲,広島県,5,7,6.3
1992,陸稲,広島県,5,7,6.3
1993,陸稲,広島県,3,4,NA
1994,陸稲,広島県,3,0,NA
1995,陸稲,広島県,1,1,NA
1996,陸稲,広島県,0,0,NA
1997,陸稲,広島県,0,0,NA
1998,陸稲,広島県,0,0,NA
1999,陸稲,広島県,0,0,NA
2000,陸稲,広島県,0,0,NA
2001,陸稲,広島県,0,0,NA
2002,陸稲,広島県,0,0,NA
2003,陸稲,広島県,0,0,NA
2004,陸稲,広島県,0,0,NA
2005,陸稲,広島県,0,0,NA
2006,陸稲,広島県,NA,NA,NA
2007,陸稲,広島県,NA,NA,NA
2008,陸稲,広島県,NA,NA,NA
2009,陸稲,広島県,NA,NA,NA
2010,陸稲,広島県,NA,NA,NA
2011,陸稲,広島県,NA,NA,NA
2012,陸稲,広島県,NA,NA,NA
2013,陸稲,広島県,NA,NA,NA
2014,陸稲,広島県,NA,NA,NA
2015,陸稲,広島県,NA,NA,NA
2016,陸稲,広島県,NA,NA,NA
2017,陸稲,広島県,NA,NA,NA
2018,陸稲,広島県,NA,NA,NA
2019,陸稲,広島県,NA,NA,NA
2020,陸稲,広島県,NA,NA,NA
2021,陸稲,広島県,NA,NA,NA
1985,陸稲,徳島県,14,17,15.3
1986,陸稲,徳島県,10,12,10.8
1987,陸稲,徳島県,10,13,11.7
1988,陸稲,徳島県,10,13,11.7
1989,陸稲,徳島県,5,8,7.2
1990,陸稲,徳島県,5,5,4.5
1991,陸稲,徳島県,5,7,6.3
1992,陸稲,徳島県,5,8,7.2
1993,陸稲,徳島県,4,6,5.4
1994,陸稲,徳島県,3,0,NA
1995,陸稲,徳島県,2,2,NA
1996,陸稲,徳島県,2,3,NA
1997,陸稲,徳島県,2,3,NA
1998,陸稲,徳島県,2,3,NA
1999,陸稲,徳島県,1,1,NA
2000,陸稲,徳島県,0,0,NA
2001,陸稲,徳島県,NA,NA,NA
2002,陸稲,徳島県,NA,NA,NA
2003,陸稲,徳島県,NA,NA,NA
2004,陸稲,徳島県,NA,NA,NA
2005,陸稲,徳島県,NA,NA,NA
2006,陸稲,徳島県,NA,NA,NA
2007,陸稲,徳島県,NA,NA,NA
2008,陸稲,徳島県,NA,NA,NA
2009,陸稲,徳島県,NA,NA,NA
2010,陸稲,徳島県,NA,NA,NA
2011,陸稲,徳島県,NA,NA,NA
2012,陸稲,徳島県,NA,NA,NA
2013,陸稲,徳島県,NA,NA,NA
2014,陸稲,徳島県,NA,NA,NA
2015,陸稲,徳島県,NA,NA,NA
2016,陸稲,徳島県,NA,NA,NA
2017,陸稲,徳島県,NA,NA,NA
2018,陸稲,徳島県,NA,NA,NA
2019,陸稲,徳島県,NA,NA,NA
2020,陸稲,徳島県,NA,NA,NA
2021,陸稲,徳島県,NA,NA,NA
1985,陸稲,長崎県,48,65,58.5
1986,陸稲,長崎県,47,88,79.2
1987,陸稲,長崎県,53,90,81
1988,陸稲,長崎県,55,111,99.9
1989,陸稲,長崎県,50,103,92.7
1990,陸稲,長崎県,47,69,62.1
1991,陸稲,長崎県,40,50,45
1992,陸稲,長崎県,39,65,58.5
1993,陸稲,長崎県,32,42,37.8
1994,陸稲,長崎県,33,18,16.2
1995,陸稲,長崎県,34,65,58.5
1996,陸稲,長崎県,31,58,52.2
1997,陸稲,長崎県,26,50,45
1998,陸稲,長崎県,24,46,41.4
1999,陸稲,長崎県,19,35,31.5
2000,陸稲,長崎県,18,36,32.4
2001,陸稲,長崎県,18,39,35.1
2002,陸稲,長崎県,13,34,30.6
2003,陸稲,長崎県,11,23,20.7
2004,陸稲,長崎県,9,17,15.3
2005,陸稲,長崎県,8,17,15.3
2006,陸稲,長崎県,7,13,11.7
2007,陸稲,長崎県,3,6,5.4
2008,陸稲,長崎県,1,3,NA
2009,陸稲,長崎県,1,3,NA
2010,陸稲,長崎県,NA,NA,NA
2011,陸稲,長崎県,NA,NA,NA
2012,陸稲,長崎県,NA,NA,NA
2013,陸稲,長崎県,NA,NA,NA
2014,陸稲,長崎県,NA,NA,NA
2015,陸稲,長崎県,NA,NA,NA
2016,陸稲,長崎県,NA,NA,NA
2017,陸稲,長崎県,NA,NA,NA
2018,陸稲,長崎県,NA,NA,NA
2019,陸稲,長崎県,NA,NA,NA
2020,陸稲,長崎県,NA,NA,NA
2021,陸稲,長崎県,NA,NA,NA
1985,陸稲,熊本県,2010,3660,3294
1986,陸稲,熊本県,1740,3640,3276
1987,陸稲,熊本県,1530,3170,2853
1988,陸稲,熊本県,1440,3510,3159
1989,陸稲,熊本県,1260,3440,3096
1990,陸稲,熊本県,985,1760,1584
1991,陸稲,熊本県,661,899,809.1
1992,陸稲,熊本県,461,857,771.3
1993,陸稲,熊本県,267,395,355.5
1994,陸稲,熊本県,178,71,63.9
1995,陸稲,熊本県,111,236,212.4
1996,陸稲,熊本県,82,188,169.2
1997,陸稲,熊本県,68,147,132.3
1998,陸稲,熊本県,63,110,99
1999,陸稲,熊本県,59,95,85.5
2000,陸稲,熊本県,56,116,104.4
2001,陸稲,熊本県,54,108,97.2
2002,陸稲,熊本県,37,77,69.3
2003,陸稲,熊本県,33,55,49.5
2004,陸稲,熊本県,26,22,19.8
2005,陸稲,熊本県,19,27,24.3
2006,陸稲,熊本県,18,25,22.5
2007,陸稲,熊本県,12,19,17.1
2008,陸稲,熊本県,7,14,12.6
2009,陸稲,熊本県,6,8,7.2
2010,陸稲,熊本県,6,9,8.1
2011,陸稲,熊本県,6,10,9
2012,陸稲,熊本県,3,4,NA
2013,陸稲,熊本県,1,1,NA
2014,陸稲,熊本県,0,1,NA
2015,陸稲,熊本県,0,1,NA
2016,陸稲,熊本県,0,0,NA
2017,陸稲,熊本県,0,0,NA
2018,陸稲,熊本県,NA,NA,NA
2019,陸稲,熊本県,NA,NA,NA
2020,陸稲,熊本県,NA,NA,NA
2021,陸稲,熊本県,NA,NA,NA
1985,陸稲,大分県,539,1270,1143
1986,陸稲,大分県,507,1090,981
1987,陸稲,大分県,497,1080,972
1988,陸稲,大分県,456,1060,954
1989,陸稲,大分県,400,940,846
1990,陸稲,大分県,358,712,640.8
1991,陸稲,大分県,251,377,339.3
1992,陸稲,大分県,172,447,402.3
1993,陸稲,大分県,109,178,160.2
1994,陸稲,大分県,95,135,121.5
1995,陸稲,大分県,86,136,122.4
1996,陸稲,大分県,47,111,99.9
1997,陸稲,大分県,36,82,73.8
1998,陸稲,大分県,28,45,40.5
1999,陸稲,大分県,24,50,45
2000,陸稲,大分県,19,43,38.7
2001,陸稲,大分県,17,39,35.1
2002,陸稲,大分県,14,28,25.2
2003,陸稲,大分県,13,25,22.5
2004,陸稲,大分県,8,13,11.7
2005,陸稲,大分県,1,2,NA
2006,陸稲,大分県,0,0,NA
2007,陸稲,大分県,0,0,NA
2008,陸稲,大分県,0,0,NA
2009,陸稲,大分県,0,1,NA
2010,陸稲,大分県,0,1,NA
2011,陸稲,大分県,0,1,NA
2012,陸稲,大分県,0,1,NA
2013,陸稲,大分県,0,1,NA
2014,陸稲,大分県,0,1,NA
2015,陸稲,大分県,0,1,NA
2016,陸稲,大分県,NA,NA,NA
2017,陸稲,大分県,NA,NA,NA
2018,陸稲,大分県,NA,NA,NA
2019,陸稲,大分県,NA,NA,NA
2020,陸稲,大分県,NA,NA,NA
2021,陸稲,大分県,NA,NA,NA
1985,陸稲,宮崎県,745,1720,1548
1986,陸稲,宮崎県,675,1610,1449
1987,陸稲,宮崎県,747,1750,1575
1988,陸稲,宮崎県,747,1870,1683
1989,陸稲,宮崎県,727,1790,1611
1990,陸稲,宮崎県,687,1180,1062
1991,陸稲,宮崎県,588,1290,1161
1992,陸稲,宮崎県,283,642,577.8
1993,陸稲,宮崎県,269,444,399.6
1994,陸稲,宮崎県,282,431,387.9
1995,陸稲,宮崎県,226,504,453.6
1996,陸稲,宮崎県,175,284,255.6
1997,陸稲,宮崎県,136,305,274.5
1998,陸稲,宮崎県,112,110,99
1999,陸稲,宮崎県,58,123,110.7
2000,陸稲,宮崎県,31,73,65.7
2001,陸稲,宮崎県,25,59,53.1
2002,陸稲,宮崎県,22,49,44.1
2003,陸稲,宮崎県,15,34,30.6
2004,陸稲,宮崎県,14,28,25.2
2005,陸稲,宮崎県,13,27,24.3
2006,陸稲,宮崎県,11,23,20.7
2007,陸稲,宮崎県,9,19,17.1
2008,陸稲,宮崎県,7,16,14.4
2009,陸稲,宮崎県,6,11,9.9
2010,陸稲,宮崎県,6,14,12.6
2011,陸稲,宮崎県,4,8,7.2
2012,陸稲,宮崎県,2,5,4.5
2013,陸稲,宮崎県,2,3,NA
2014,陸稲,宮崎県,1,3,NA
2015,陸稲,宮崎県,1,2,NA
2016,陸稲,宮崎県,1,1,NA
2017,陸稲,宮崎県,1,1,NA
2018,陸稲,宮崎県,NA,NA,NA
2019,陸稲,宮崎県,NA,NA,NA
2020,陸稲,宮崎県,0,NA,NA
2021,陸稲,宮崎県,NA,NA,NA
1985,陸稲,鹿児島県,2310,5540,4986
1986,陸稲,鹿児島県,1840,4560,4104
1987,陸稲,鹿児島県,1960,4270,3843
1988,陸稲,鹿児島県,1690,4340,3906
1989,陸稲,鹿児島県,1310,2930,2637
1990,陸稲,鹿児島県,1050,2090,1881
1991,陸稲,鹿児島県,848,1790,1611
1992,陸稲,鹿児島県,682,1520,1368
1993,陸稲,鹿児島県,560,918,826.2
1994,陸稲,鹿児島県,552,850,765
1995,陸稲,鹿児島県,409,875,787.5
1996,陸稲,鹿児島県,300,591,531.9
1997,陸稲,鹿児島県,215,499,449.1
1998,陸稲,鹿児島県,184,403,362.7
1999,陸稲,鹿児島県,172,416,374.4
2000,陸稲,鹿児島県,156,374,336.6
2001,陸稲,鹿児島県,134,331,297.9
2002,陸稲,鹿児島県,82,195,175.5
2003,陸稲,鹿児島県,68,158,142.2
2004,陸稲,鹿児島県,60,122,109.8
2005,陸稲,鹿児島県,48,108,97.2
2006,陸稲,鹿児島県,46,99,89.1
2007,陸稲,鹿児島県,43,68,61.2
2008,陸稲,鹿児島県,13,31,27.9
2009,陸稲,鹿児島県,12,29,26.1
2010,陸稲,鹿児島県,9,21,18.9
2011,陸稲,鹿児島県,6,14,12.6
2012,陸稲,鹿児島県,6,13,11.7
2013,陸稲,鹿児島県,4,9,8.1
2014,陸稲,鹿児島県,4,7,6.3
2015,陸稲,鹿児島県,3,4,NA
2016,陸稲,鹿児島県,3,4,NA
2017,陸稲,鹿児島県,2,4,NA
2018,陸稲,鹿児島県,NA,NA,NA
2019,陸稲,鹿児島県,NA,NA,NA
2020,陸稲,鹿児島県,NA,NA,NA
2021,陸稲,鹿児島県,NA,NA,NA
1985,六条大麦,岩手県,350,1130,1017
1986,六条大麦,岩手県,341,1090,981
1987,六条大麦,岩手県,376,1170,1053
1988,六条大麦,岩手県,612,1930,1737
1989,六条大麦,岩手県,556,2000,1800
1990,六条大麦,岩手県,624,2020,1818
1991,六条大麦,岩手県,590,1860,1674
1992,六条大麦,岩手県,553,1450,1305
1993,六条大麦,岩手県,440,1320,1188
1994,六条大麦,岩手県,224,724,651.6
1995,六条大麦,岩手県,136,435,391.5
1996,六条大麦,岩手県,107,310,279
1997,六条大麦,岩手県,111,369,332.1
1998,六条大麦,岩手県,158,446,401.4
1999,六条大麦,岩手県,107,280,252
2000,六条大麦,岩手県,81,210,189
2001,六条大麦,岩手県,61,193,173.7
2002,六条大麦,岩手県,61,132,118.8
2003,六条大麦,岩手県,62,169,152.1
2004,六条大麦,岩手県,49,132,118.8
2005,六条大麦,岩手県,56,144,129.6
2006,六条大麦,岩手県,45,74,66.6
2007,六条大麦,岩手県,49,110,99
2008,六条大麦,岩手県,71,131,117.9
2009,六条大麦,岩手県,83,192,172.8
2010,六条大麦,岩手県,62,132,118.8
2011,六条大麦,岩手県,NA,NA,NA
2012,六条大麦,岩手県,NA,NA,NA
2013,六条大麦,岩手県,NA,NA,NA
2014,六条大麦,岩手県,63,158,142.2
2015,六条大麦,岩手県,90,238,214.2
2016,六条大麦,岩手県,106,229,206.1
2017,六条大麦,岩手県,93,205,184.5
2018,六条大麦,岩手県,84,193,173.7
2019,六条大麦,岩手県,66,161,144.9
2020,六条大麦,岩手県,74,206,185.4
2021,六条大麦,岩手県,76,201,180.9
1985,六条大麦,宮城県,1820,5170,4653
1986,六条大麦,宮城県,1850,4960,4464
1987,六条大麦,宮城県,2800,8540,7686
1988,六条大麦,宮城県,3070,9490,8541
1989,六条大麦,宮城県,3020,9880,8892
1990,六条大麦,宮城県,2730,9830,8847
1991,六条大麦,宮城県,2430,7680,6912
1992,六条大麦,宮城県,2090,5830,5247
1993,六条大麦,宮城県,1710,5810,5229
1994,六条大麦,宮城県,643,1950,1755
1995,六条大麦,宮城県,905,1780,1602
1996,六条大麦,宮城県,1160,3430,3087
1997,六条大麦,宮城県,1580,4690,4221
1998,六条大麦,宮城県,1630,3980,3582
1999,六条大麦,宮城県,1550,4480,4032
2000,六条大麦,宮城県,1500,4170,3753
2001,六条大麦,宮城県,1920,4650,4185
2002,六条大麦,宮城県,2260,8200,7380
2003,六条大麦,宮城県,1810,4780,4302
2004,六条大麦,宮城県,1660,4780,4302
2005,六条大麦,宮城県,1330,4260,3834
2006,六条大麦,宮城県,1280,4040,3636
2007,六条大麦,宮城県,1280,3300,2970
2008,六条大麦,宮城県,1260,4010,3609
2009,六条大麦,宮城県,1220,3220,2898
2010,六条大麦,宮城県,1320,3040,2736
2011,六条大麦,宮城県,1260,1840,1656
2012,六条大麦,宮城県,869,2170,1953
2013,六条大麦,宮城県,917,2850,2565
2014,六条大麦,宮城県,1040,1900,1710
2015,六条大麦,宮城県,1090,2890,2601
2016,六条大麦,宮城県,1050,3310,2979
2017,六条大麦,宮城県,1060,3890,3501
2018,六条大麦,宮城県,1170,3180,2862
2019,六条大麦,宮城県,1160,4060,3654
2020,六条大麦,宮城県,1160,4050,3645
2021,六条大麦,宮城県,1280,4450,4005
1985,六条大麦,秋田県,920,4320,3888
1986,六条大麦,秋田県,1270,4980,4482
1987,六条大麦,秋田県,1530,6560,5904
1988,六条大麦,秋田県,1640,7250,6525
1989,六条大麦,秋田県,817,3140,2826
1990,六条大麦,秋田県,536,1880,1692
1991,六条大麦,秋田県,713,3060,2754
1992,六条大麦,秋田県,777,3570,3213
1993,六条大麦,秋田県,595,2460,2214
1994,六条大麦,秋田県,129,479,431.1
1995,六条大麦,秋田県,60,243,218.7
1996,六条大麦,秋田県,115,358,322.2
1997,六条大麦,秋田県,197,688,619.2
1998,六条大麦,秋田県,163,505,454.5
1999,六条大麦,秋田県,197,760,684
2000,六条大麦,秋田県,161,617,555.3
2001,六条大麦,秋田県,91,330,297
2002,六条大麦,秋田県,36,112,100.8
2003,六条大麦,秋田県,19,68,61.2
2004,六条大麦,秋田県,19,23,20.7
2005,六条大麦,秋田県,9,14,12.6
2006,六条大麦,秋田県,12,5,4.5
2007,六条大麦,秋田県,15,48,43.2
2008,六条大麦,秋田県,13,51,45.9
2009,六条大麦,秋田県,NA,NA,NA
2010,六条大麦,秋田県,NA,NA,NA
2011,六条大麦,秋田県,NA,NA,NA
2012,六条大麦,秋田県,NA,NA,NA
2013,六条大麦,秋田県,2,5,4.5
2014,六条大麦,秋田県,2,9,8.1
2015,六条大麦,秋田県,NA,NA,NA
2016,六条大麦,秋田県,NA,NA,NA
2017,六条大麦,秋田県,NA,NA,NA
2018,六条大麦,秋田県,NA,NA,NA
2019,六条大麦,秋田県,NA,NA,NA
2020,六条大麦,秋田県,NA,NA,NA
2021,六条大麦,秋田県,NA,NA,NA
1985,六条大麦,山形県,748,1660,1494
1986,六条大麦,山形県,971,1250,1125
1987,六条大麦,山形県,1090,1710,1539
1988,六条大麦,山形県,1440,2320,2088
1989,六条大麦,山形県,1100,1880,1692
1990,六条大麦,山形県,687,1310,1179
1991,六条大麦,山形県,422,920,828
1992,六条大麦,山形県,269,269,242.1
1993,六条大麦,山形県,18,51,45.9
1994,六条大麦,山形県,3,7,6.3
1995,六条大麦,山形県,4,10,9
1996,六条大麦,山形県,8,12,10.8
1997,六条大麦,山形県,9,14,12.6
1998,六条大麦,山形県,10,14,12.6
1999,六条大麦,山形県,8,13,11.7
2000,六条大麦,山形県,6,12,10.8
2001,六条大麦,山形県,20,55,49.5
2002,六条大麦,山形県,19,39,35.1
2003,六条大麦,山形県,12,17,15.3
2004,六条大麦,山形県,13,7,6.3
2005,六条大麦,山形県,12,21,18.9
2006,六条大麦,山形県,10,12,10.8
2007,六条大麦,山形県,15,25,22.5
2008,六条大麦,山形県,15,26,23.4
2009,六条大麦,山形県,17,28,25.2
2010,六条大麦,山形県,19,17,15.3
2011,六条大麦,山形県,22,16,14.4
2012,六条大麦,山形県,21,34,30.6
2013,六条大麦,山形県,23,30,27
2014,六条大麦,山形県,25,36,32.4
2015,六条大麦,山形県,21,23,20.7
2016,六条大麦,山形県,22,27,24.3
2017,六条大麦,山形県,23,19,17.1
2018,六条大麦,山形県,19,11,9.9
2019,六条大麦,山形県,15,18,16.2
2020,六条大麦,山形県,13,20,18
2021,六条大麦,山形県,NA,NA,NA
1985,六条大麦,福島県,1260,4210,3789
1986,六条大麦,福島県,1210,4090,3681
1987,六条大麦,福島県,1240,4330,3897
1988,六条大麦,福島県,1610,5330,4797
1989,六条大麦,福島県,1740,4980,4482
1990,六条大麦,福島県,1530,4740,4266
1991,六条大麦,福島県,1260,3290,2961
1992,六条大麦,福島県,1100,2760,2484
1993,六条大麦,福島県,785,2280,2052
1994,六条大麦,福島県,422,1090,981
1995,六条大麦,福島県,252,746,671.4
1996,六条大麦,福島県,216,866,779.4
1997,六条大麦,福島県,232,851,765.9
1998,六条大麦,福島県,266,777,699.3
1999,六条大麦,福島県,296,968,871.2
2000,六条大麦,福島県,337,944,849.6
2001,六条大麦,福島県,431,927,834.3
2002,六条大麦,福島県,295,817,735.3
2003,六条大麦,福島県,63,154,138.6
2004,六条大麦,福島県,37,124,111.6
2005,六条大麦,福島県,39,127,114.3
2006,六条大麦,福島県,54,187,168.3
2007,六条大麦,福島県,47,145,130.5
2008,六条大麦,福島県,49,171,153.9
2009,六条大麦,福島県,49,149,134.1
2010,六条大麦,福島県,41,81,72.9
2011,六条大麦,福島県,33,7,6.3
2012,六条大麦,福島県,2,7,6.3
2013,六条大麦,福島県,NA,NA,NA
2014,六条大麦,福島県,NA,NA,NA
2015,六条大麦,福島県,2,9,8.1
2016,六条大麦,福島県,2,7,6.3
2017,六条大麦,福島県,2,5,4.5
2018,六条大麦,福島県,4,8,7.2
2019,六条大麦,福島県,10,33,29.7
2020,六条大麦,福島県,20,34,30.6
2021,六条大麦,福島県,33,59,53.1
1985,六条大麦,茨城県,4570,16500,14850
1986,六条大麦,茨城県,3670,14300,12870
1987,六条大麦,茨城県,3440,12400,11160
1988,六条大麦,茨城県,2880,11300,10170
1989,六条大麦,茨城県,2540,9140,8226
1990,六条大麦,茨城県,2210,7070,6363
1991,六条大麦,茨城県,1240,4590,4131
1992,六条大麦,茨城県,885,3230,2907
1993,六条大麦,茨城県,727,2760,2484
1994,六条大麦,茨城県,689,2650,2385
1995,六条大麦,茨城県,700,2530,2277
1996,六条大麦,茨城県,821,3150,2835
1997,六条大麦,茨城県,929,3570,3213
1998,六条大麦,茨城県,1010,2650,2385
1999,六条大麦,茨城県,959,3520,3168
2000,六条大麦,茨城県,1140,4380,3942
2001,六条大麦,茨城県,2030,7020,6318
2002,六条大麦,茨城県,2720,11000,9900
2003,六条大麦,茨城県,3540,11100,9990
2004,六条大麦,茨城県,3340,7740,6966
2005,六条大麦,茨城県,2920,10100,9090
2006,六条大麦,茨城県,2720,5300,4770
2007,六条大麦,茨城県,2450,5890,5301
2008,六条大麦,茨城県,2410,6290,5661
2009,六条大麦,茨城県,2360,4440,3996
2010,六条大麦,茨城県,2180,4310,3879
2011,六条大麦,茨城県,2040,3750,3375
2012,六条大麦,茨城県,1890,2870,2583
2013,六条大麦,茨城県,1940,5430,4887
2014,六条大麦,茨城県,2170,4360,3924
2015,六条大麦,茨城県,2340,6390,5751
2016,六条大麦,茨城県,2240,5620,5058
2017,六条大麦,茨城県,2090,5310,4779
2018,六条大麦,茨城県,1940,4370,3933
2019,六条大麦,茨城県,1830,4800,4320
2020,六条大麦,茨城県,1530,3530,3177
2021,六条大麦,茨城県,1530,4450,4005
1985,六条大麦,栃木県,754,2790,2511
1986,六条大麦,栃木県,893,3530,3177
1987,六条大麦,栃木県,1020,3660,3294
1988,六条大麦,栃木県,904,3810,3429
1989,六条大麦,栃木県,706,2630,2367
1990,六条大麦,栃木県,491,1580,1422
1991,六条大麦,栃木県,303,936,842.4
1992,六条大麦,栃木県,165,617,555.3
1993,六条大麦,栃木県,131,588,529.2
1994,六条大麦,栃木県,102,409,368.1
1995,六条大麦,栃木県,61,261,234.9
1996,六条大麦,栃木県,142,713,641.7
1997,六条大麦,栃木県,814,3630,3267
1998,六条大麦,栃木県,1220,3070,2763
1999,六条大麦,栃木県,1100,5070,4563
2000,六条大麦,栃木県,1240,4300,3870
2001,六条大麦,栃木県,1580,6260,5634
2002,六条大麦,栃木県,2040,9690,8721
2003,六条大麦,栃木県,2370,10100,9090
2004,六条大麦,栃木県,2070,6550,5895
2005,六条大麦,栃木県,1760,7730,6957
2006,六条大麦,栃木県,1760,5050,4545
2007,六条大麦,栃木県,1800,6370,5733
2008,六条大麦,栃木県,1890,6990,6291
2009,六条大麦,栃木県,1950,6420,5778
2010,六条大麦,栃木県,1850,5530,4977
2011,六条大麦,栃木県,1840,5520,4968
2012,六条大麦,栃木県,1760,4170,3753
2013,六条大麦,栃木県,1520,5080,4572
2014,六条大麦,栃木県,1460,2340,2106
2015,六条大麦,栃木県,1510,5480,4932
2016,六条大麦,栃木県,1540,4560,4104
2017,六条大麦,栃木県,1560,4910,4419
2018,六条大麦,栃木県,1560,4800,4320
2019,六条大麦,栃木県,1570,5260,4734
2020,六条大麦,栃木県,1670,5040,4536
2021,六条大麦,栃木県,1640,4580,4122
1985,六条大麦,群馬県,630,2600,2340
1986,六条大麦,群馬県,644,2770,2493
1987,六条大麦,群馬県,694,3070,2763
1988,六条大麦,群馬県,762,3600,3240
1989,六条大麦,群馬県,757,3380,3042
1990,六条大麦,群馬県,773,3450,3105
1991,六条大麦,群馬県,618,2490,2241
1992,六条大麦,群馬県,466,2140,1926
1993,六条大麦,群馬県,369,1830,1647
1994,六条大麦,群馬県,306,1430,1287
1995,六条大麦,群馬県,272,1270,1143
1996,六条大麦,群馬県,276,1360,1224
1997,六条大麦,群馬県,280,1280,1152
1998,六条大麦,群馬県,287,726,653.4
1999,六条大麦,群馬県,252,1060,954
2000,六条大麦,群馬県,226,1070,963
2001,六条大麦,群馬県,261,1130,1017
2002,六条大麦,群馬県,334,1530,1377
2003,六条大麦,群馬県,307,1360,1224
2004,六条大麦,群馬県,312,1110,999
2005,六条大麦,群馬県,328,1340,1206
2006,六条大麦,群馬県,355,1260,1134
2007,六条大麦,群馬県,364,1290,1161
2008,六条大麦,群馬県,376,1550,1395
2009,六条大麦,群馬県,422,1610,1449
2010,六条大麦,群馬県,460,1490,1341
2011,六条大麦,群馬県,489,1900,1710
2012,六条大麦,群馬県,523,1620,1458
2013,六条大麦,群馬県,504,2060,1854
2014,六条大麦,群馬県,498,1290,1161
2015,六条大麦,群馬県,523,1880,1692
2016,六条大麦,群馬県,532,1650,1485
2017,六条大麦,群馬県,527,1730,1557
2018,六条大麦,群馬県,491,1600,1440
2019,六条大麦,群馬県,494,1780,1602
2020,六条大麦,群馬県,515,1760,1584
2021,六条大麦,群馬県,520,1790,1611
1985,六条大麦,埼玉県,1150,4630,4167
1986,六条大麦,埼玉県,1140,4660,4194
1987,六条大麦,埼玉県,1120,4820,4338
1988,六条大麦,埼玉県,967,4300,3870
1989,六条大麦,埼玉県,413,1880,1692
1990,六条大麦,埼玉県,240,905,814.5
1991,六条大麦,埼玉県,87,230,207
1992,六条大麦,埼玉県,103,378,340.2
1993,六条大麦,埼玉県,188,797,717.3
1994,六条大麦,埼玉県,212,884,795.6
1995,六条大麦,埼玉県,265,1230,1107
1996,六条大麦,埼玉県,326,1820,1638
1997,六条大麦,埼玉県,329,1520,1368
1998,六条大麦,埼玉県,319,928,835.2
1999,六条大麦,埼玉県,326,1250,1125
2000,六条大麦,埼玉県,317,1450,1305
2001,六条大麦,埼玉県,347,1410,1269
2002,六条大麦,埼玉県,396,1820,1638
2003,六条大麦,埼玉県,440,1610,1449
2004,六条大麦,埼玉県,396,1220,1098
2005,六条大麦,埼玉県,299,1360,1224
2006,六条大麦,埼玉県,230,1050,945
2007,六条大麦,埼玉県,205,678,610.2
2008,六条大麦,埼玉県,201,968,871.2
2009,六条大麦,埼玉県,207,778,700.2
